Date,Open,High,Low,Close,Volume
2014-01-02 00:00:00+08:00,50.99689992,51.12391656,50.67936081,51.06040573,24237924
2014-01-03 00:00:00+08:00,50.42533493,50.74287408,50.36182911,50.42533493,39925670
2014-01-06 00:00:00+08:00,50.48885344,50.61587012,50.10780339,50.17131424,19726882
2014-01-07 00:00:00+08:00,50.42534259,50.55235928,50.10780339,50.17131424,21674526
2014-01-08 00:00:00+08:00,50.48884583,50.67936831,50.29831832,50.48884583,25493233
2014-01-09 00:00:00+08:00,50.29831844,51.50496924,50.23481262,51.12392426,70035504
2014-01-10 00:00:00+08:00,51.44146478,51.75900394,51.37795895,51.56848145,55095976
2014-01-13 00:00:00+08:00,52.07654059,52.14005143,51.75900144,51.94952393,53888271
2014-01-14 00:00:00+08:00,51.94952659,52.26707077,51.69549827,52.26707077,59664971
2014-01-15 00:00:00+08:00,52.58460624,52.90214539,52.45758958,52.90214539,89774805
2014-01-16 00:00:00+08:00,53.34670514,53.53722763,53.15618264,53.28319931,66023274
2014-01-17 00:00:00+08:00,53.47372559,53.47372559,52.77513636,53.21969223,47407852
2014-01-20 00:00:00+08:00,53.21968733,54.10879898,53.09267066,54.10879898,64869383
2014-01-21 00:00:00+08:00,54.29932395,54.5533573,53.53722893,53.66424561,47929432
2014-01-22 00:00:00+08:00,53.66424304,53.91827637,53.21968722,53.47372055,39734217
2014-01-23 00:00:00+08:00,53.41021097,53.6642443,53.15618264,53.28319931,34591898
2014-01-24 00:00:00+08:00,53.15617646,54.10879385,53.15617646,53.98177719,55869031
2014-01-27 00:00:00+08:00,53.79125727,54.23581307,53.28319564,53.91827393,67664593
2014-02-05 00:00:00+08:00,52.26706802,52.26706802,51.44146223,51.63198471,114899621
2014-02-06 00:00:00+08:00,51.63198105,52.01303101,51.44145858,52.01303101,49958832
2014-02-07 00:00:00+08:00,52.52110026,52.52110026,51.69549942,51.69549942,35735441
2014-02-10 00:00:00+08:00,51.75900019,52.20355599,51.75900019,51.88601685,33958552
2014-02-11 00:00:00+08:00,51.50496148,51.50496148,50.99689992,51.06040573,48465500
2014-02-12 00:00:00+08:00,51.3779591,52.3305766,51.3779591,52.26707077,40567296
2014-02-13 00:00:00+08:00,52.39408623,52.83864711,52.07654704,52.52110291,35625744
2014-02-14 00:00:00+08:00,53.09266155,53.34669484,52.83863327,53.02915573,47698654
2014-02-17 00:00:00+08:00,53.47371148,53.53721729,52.9656449,53.02915573,19968009
